company-externalId,company-name,company-locationName,company-locationCountry,company-locationZipCode,company-phone,company-website,company-document,company-note
Co52231/91,Bates Healthworld,,,,0207 262 2141,www.healthworld.com,,"Description: 121-141 Westbourne Terrace
London W2 6JR
Company Log: Entered on 01/04/2003 by 
"
Co52252/13,Flagship Group,London,,W1W 5BB,0207 886 8440,www.flagshipconsulting.co.uk,,
Co52266/92,Bond International 2,,,,0207-437-5740,www.bond.com,,"Description: Manor House 
21 Soho Square 
London W1D3QP

Company Log: Entered on 02/04/2003 by 
"
Co5227820/1783,Langland,England,,SL4 1QW,01753 833 348,www.langland.co.uk,,"Description: 61 Thames Street
Windsor
Berkshire SL4 1QW
54 minutes from Waterloo to Windsor by train
38 staff, all working on healthcare. added on another 7 in novemer 2006

Map link: http://www.streetmap.co.uk/newmap.srf?x=496783&y=177197&z=0&sv=SL4+1QW&st=2&pc=SL4+1QW&mapp=newmap.srf&searchp=newsearch.srf

Independant, 48 staff all on healthcare

2008: 50 staff on healthcare
MD - phillip chin
est 1991
independant
lots of awards!
"
Co52336/260,Cardiff Postgrad PR,,,,,www.cardiff.ac.uk,,"Description: Training post graduates in PR and Media Relations
Company Log: Entered on 17/09/2003 by 
"
Co5234729/1479,Defence Evaluation and Research,,,,01252 392 000,www.qinetiq.com,,
Co5234909/2333,Wizzard Communications,,,,01753 654 184,,,
Co52360/91,Top Hat Promotions,,,,01202 483 835,,,"Description: 27 Kings Avenue
Christchurch
Dorset BH23 1NA
Company Log: Entered on 01/04/2003 by 
"
Co5242042/1287,Baxter Healthcare- Belguim,,,,0032 2650 1700,,,
Co5245172/1824,Mark Allen Publishing Group,,,,0208 671 7521,www.markallengroup.com,,
Co5245175/2135,Scott Bader Co Ltd,,,,01933 663 474,,,
Co5245430/1408,Citigroup,,,,0207 500 5000,,,
Co52473/86,Antiquarian Booksellers Association,,,,0207 439 3118,www.abainternational.com,,"Description: Sackville House
40 Piccadilly
London W1V 9PA
Company Log: Entered on 27/03/2003 by 
"
Co5256294/2316,Web Doctors ( aka Auxia ),,,,01908 526 350,,,
Co52612/91,Women in Business Ltd,,,,0207 262 3382,,,"Description: 7 new Quebec Street
London W1H 7DD
Company Log: Entered on 01/04/2003 by 
"
Co5261208/1716,Intrapharm Laboratories Ltd,,,,01622 749 222,www.intrapharmlabs.com,,"Description: 60 Boughton Lane
Maidstone
Kent
ME15 9QS
"
Co5265265/2096,Rockwell Automation Int,,,,01908 838 800,www.rockwellautomation.co.uk,,"Description: Pitfield
Kiln Farm
Milton Keynes,
MK11 3DR
 

"
Co52737/98,Business Exhbitions Ltd,,,,+353 1 295 7418,,,"Description: 6 Sandyford Office Park
Dublin 18 Ireland
Company Log: Entered on 08/04/2003 by 
"
Co52757/178,DuPont,,,SG1 4QN,01438 73-4000,www1.dupont.com,,"Description: Wedgwood Way
Stevenage
Herts SG1 4QN

Company Log: Entered on 27/06/2003 by 
"
Co5275871/2138,Securicor,,,,081-770 7000,,,
Co52862/90,International Display Week,,,,01424 870 015,www.,,"Description: Unit 10
vine Hall Farm
Mountfield
Robertsbridge
East Sussex TN32 5JW
Company Log: Entered on 31/03/2003 by 
"
Co5286965/1796,Linkward Productions,,,GU10 5JP,01420 520 100,www.linkward.co.uk,,"Description: Yew Tree Cottage, School Lane, Bentley, Farnham, Surrey, GU10 5JP
"
Co5287459/1791,Liberata,,,,01908 830 900,www.liberata.com,,"Description: Ashton House
Silbury Boulevard
Central Milton Keynes
MK9 2HG
"
Co52919/203,MSI Consultancy Ltd,,,GU9 7DN,01252 748 600,www.msi.co.uk,,"Description: MSI Consultancy Ltd 
Weaver's yard 
West street 
Farnham 
Surrey GU9 7DN

These questions are essential when screening candidates for MSI:

You need to make sure that he really asks himself the question is consultancy right for him?
What specific areas of strength/competence does he have that make him worth a client paying 2k a day for? 
Does he have the interest and skill to train new product managers and experienced ones in areas of marketing? 
Does he know best practise thinking, does and don’ts for all the key areas of strategic and marketing thinking? 
What happens if we need to send him over seas for 4 weeks? 
What happens if he is out 2/3 days each week for a 3 month period? 
Does he think he can knock down doors in terms of BD, we tried with him and got no where when he was client side, therefore what makes him think that he will do a better job? 

markeing training is a very new industry. There aren't many trainers out there who have specialise purely in marketing. 
Company Log: Entered on 22/07/2003 by 
"
Co5296209/2068,Ratiopharm Uk Ltd,,,,02392 386 330,www.ratiopharm.com,,
Co52968/169,Rickman Tooze IFA Ltd.,,,,01285 886111,,,"Company Log: Entered on 18/06/2003 by 
"
Co5299239/2276,Unilog,,,,0207 761 1500,,,
Co5304720/1630,Hales Waste Control,,,,01992 627 441,www.haleswastecontrol.co.uk,,
Co53120/90,Howard & Wikberg Associates,,,,,,,"Description: 23 Tavistock Place
London WC1H 9SE
Company Log: Entered on 31/03/2003 by 
"
Co53125/126,Diamond Cluster,,,, 44 20 7959 7700,www.diamondcluster.com,,"Description: 10th Floor, Orion House
5 Upper St. Martin's Lane
London WC2H 9EA
Company Log: Entered on 06/05/2003 by 
"
Co5313949/1218,Aldermes Europe Ltd,,,,01223 416063,www.alkermes.com,,
Co5316904/1831,Martindale Pharmaceuticals,,,RM3 8UG,01277 266 600,www.martindalepharma.co.uk,,
Co53202/176,ECCO Ltd,,,,0207-592 3102,www.ecco-network.com,,"Description: 192-198 Vauxhall Bridge Road
London
SW1V 1DX
Company Log: Entered on 25/06/2003 by 
"
Co5324934/1353,Cabot Carbon Ltd,,,,0151 355 3677,,,
Co5329927/2053,QAS Ltd,,,,0207 498 7777,www.qas.com,,
Co5330578/2024,Pope Woodhead PR,,,PE27 5BZ,01480 300 300,www.popewoodhead.co.uk,,
Co5336961/1597,GCI Healthcare,,,,02070724200,www.gciuk.com,,"Description: New Bridge Street House
30-34 New Bridge Street
London
EC4V 6BJ

Welcome to GCI UK!
GCI is the public relations, financial communications and public affairs consultancy of Grey Global Group Inc.

We employ 1,000 consultants specialising in corporate, consumer, technology, political and healthcare public relations in 40 cities around the world, with affiliate consultancies in a further 20.

GCI UK's London office is also the headquarters of GCI Europe, a close-knit network of 28 offices and 17 affiliates covering all the principal EMEA markets.

What makes GCI different is our strong emphasis 
 
What makes GCI different is our strong emphasis 
    
Adrian Wheeler
Chief Executive, GCI UK
Tel. :+44 (0)20 7072 4000
Fax :+44 (0)20 7072 4010
email : awheeler@gciuk.com
 
on research. All our insights and creative ideas are based on a thorough understanding of each client's business position and commercial objectives. 

If you see PR as a way of gaining competitive advantage, and want to talk to business consultants who understand how public relations and public affairs add value to the bottom-line, please contact GCI.

healthcare consumer very strong looking to build there ethical....
 

8/03/07 told there are 40 plp in agency 4 english people
"
Co53373/90,PMA (Uk) Ltd,,,,0121 212 0299,www.pmai.org,,"Description: 50 Carver Street
Peel Place
Birmingham B1 3AS
Company Log: Entered on 31/03/2003 by 
"
Co53397/98,Filtech Exhibitions,,,,01403 259 419,www.,,"Description: 48 Springfield Road Horsham
W Sussex RH12 2PD
Company Log: Entered on 08/04/2003 by 
"
Co5340380/1307,Blockbuster Entertainment Limited,,,,01895 258 866,www.blockbuster.co.uk,,
Co53455/90,Russo-British Chamber of Commerce,,,,0207 403 1706,www.rbcc.co.uk,,"Description: 42 Southwark Street
London SE1 1UN
Company Log: Entered on 31/03/2003 by 
"
Co53464/90,Premier Exhibitions,,,,01242 516 738,www.premierexhibitions.com,,"Description: 49 Rodney Road
Cheltenham
Gloucester GL50 1HX
Company Log: Entered on 31/03/2003 by 
"
Co5354133/2175,Sony Music Operations,,,,01296 426 151,,,
Co53543/304,Adevia Health Ltd,,,,020 7201 0517,www.adevia.com,,"Description: High end recruitment of nurses and medical staff.
Company Log: Entered on 31/10/2003 by 
"
Co53586/91,Stampex Ltd,,,,0207 490 1005,,,"Description: 107 Charterhouse Street, London EC1M 6PT
Company Log: Entered on 01/04/2003 by 
"
Co5360228/1609,Giliette Group,,,,01293 611 666,www.gillette.com,,
Co53612/90,PMH Promotions Ltd,,,,01723 373 000,www.auto66.com,,"Description: The Circuit Office, Olivers Mount, Scarborough, N Yorks YO11 2YW
Company Log: Entered on 31/03/2003 by 
"
Co5362776/2078,Red Kite Consulting Group,,,GU7 1EY,+44(0)1483 424000,www.redkiteconsulting.com,,"Description: red kite consulting group is a management consultancy to the pharmaceutical and healthcare industries.  Specialising in organisational and product strategy development, strategy implementation, business intelligence and market access, the company aims to provide real bottom-line impact for clients’ businesses through an integrated and broad-spectrum consulting capability.

red kite consulting group works with clients to develop clear vision and strategy, supported by a strong implementation framework to translate vision into reality.

Established in 1999 and based in Surrey the company operates as three divisions: 



red kite consulting
red kite informatics
red kite interaction

"
Co5363214/1951,OPM Consultancy,,,,0032 3248 6060,,,
Co53709/90,Ms L Walker,,,,01823 323 363,,,"Description: Prioryfield House, 20 Canon Street, Taunton, Somerset TA1 1SW
Company Log: Entered on 31/03/2003 by 
"
Co53767/90,Outbound Publishing,,,,01323 412 001,,,"Description: 1 Commercial Road
Eastbourne
East Sussex BN21 3XQ
Company Log: Entered on 31/03/2003 by 
"
Co53810/90,Limelight Exhibitions,,,,01737 225 857,www.limelight-exhibitions.co.uk,,"Description: 1 Howard Road, Reigate, Surrey RH2 7JE
Company Log: Entered on 31/03/2003 by 
"
Co53851/92,Massey-Ferguson Manufacturing 2,,,,,,,"Company Log: Entered on 02/04/2003 by 
"
Co53864/99,GPC International 1,,,,020 7395 7171,www.gpcinternational.com,,"Company Log: Entered on 09/04/2003 by 
"
Co5387848/1897,"MS & L Global Health (Manning, Selvage & Lee)",,,,0207 878 3000,www.mslpr.co.uk,,"Description: Pembroke Building
Kensington Village
Avonmore Road, London W14 8DG
"
Co5388441/1235,Anglain Windows,,,,01603 787 000,www.anglianhome.co.uk,,
Co5391092/1801,Lloyds Register of Shipping,,,,0207 709 9166,www.ll.org,,"Description: 71 Fenchurch Street,
London EC3M 4BS
"
Co5392917/1323,Seven Stones,England,,W10 6RA,0207 851 7500,www.sevenstones.co.uk,,"Description: Formerly Brader Perryman (2004)

24 ppl, based in mayfair.
7 Cork street, W1S 3LH

green park is the closest tube station.

Seven Stones 7 Cork Street, Mayfair, London, W1S 3LH
Tel: +44 (0) 20 7851 7500
Fax: +44 (0) 20 7851 7501
Email: info@sevenstones.co.uk <mailto:info@sevenstones.co.uk>
Website: www.sevenstones.co.uk <http://www.sevenstones.co.uk>
Associated Memberships: PM Society Principal Directors:
Alex Perryman, chairman
Dominic Owens, head of planning
Justin Earl, creative director Established: 1991 Status: Privately owned Associated Companies:
Strata Healthcare Market Research Number of Staff: 28 Staff Working on Healthcare Accounts: 28 New Business Contact: 
Dominic Owens Geographical Status: London Mission Statement 
We make products into appealing brands by telling their stories. People like stories. They entertain and inform. They engage both our hearts and our heads. People remember and retell them. That’s why we use stories to create effective, compelling campaigns. The sort that win awards, change opinions and sells product.
Clients and Products
<ALIGN=LEFTAbbott Laboratories
Zemplar
AstraZeneca
Mature Brands
Biogen Idec
Avonex
Dr Falk Pharma
Salofalk
Budenofalk
Ursofalk
Eisai
Zonegran
Enturia
ChloraPrep range
Encysive
Thelin
Gilead Sciences
New product
GlaxoSmithKline
Influenza Franchise
GE Healthcare
Visipaque
Omnipaque
DaTSCAN
Cardiac Diagnostics
Napp
OxyContin
New Product
Novartis
Clozaril
Janssen Cilag
Velcade
Pfizer
Mature Brands
Roche
Projects
Shire
Elaprase
Takeda
Corporate
Wyeth
SMA Infant Formulae Portfolio of Opportunities 
The skill base at Seven Stones is diverse. Be it the commercial sense of the global marketeer, the brand building of the consumer planner, the reasoning of the research scientist or the teamwork of the professional footballer. Consequently we can put together a bespoke team to provide novel solutions to healthcare communications challenges whether they are consumer, OTC, veterinary or ethical. Provided of course, that there is no conflict with anything that we currently handle.
Experise and Services 
 Advertising
 Brand positioning and development
 Copywriting
 Design
 Email production
 Exhibition materials
 Leave pieces
 Packaging
 Sales aids and direct mail
 Website design and production
Awards <ALIGN=LEFTPMEA AWARDS:
2007 European Campaign of the year (winner)
2007 Marketing Campaign of the year (shortlisted)
2007 Patient Focus Campaign of the year (shortlisted)
2006 European Campaign of the year (winner)
2006 Marketing Campaign of the year (winner)
2006 Brand Revitalisation of the year (shortlisted)
PM SOCIETY AWARDS:
2006 Hospital Campaign of the year (winner)
2005 Hospital Campaign of the year (winner)
2005 Best Sales Aid (winner) Method of Remuneration: Fee/project Company Advertisement:
Click on image for a larger view


"
Co5397220/2111,Salvasionist Publishing,,,,0207 387 1656,,,
Co5403169/1273,Axon,,,,01784 480 800,www.axonglobal.com,,
Co54047/174,UniServity Solutions,,,,020 7557 4772,www.uniservity-solutions.com,,"Description: Sir John Lyon House
5 High Timber Street
London EC4V 3NX
Company Log: Entered on 23/06/2003 by 
"
Co5404760/1255,Ashbourne Pharmaceuticals,,,,01604 883 100,www.ashbournepharm.co.uk,,
Co5411061/1976,DJMPAN,England - London,,TW9 1EJ,0208 948 2020,www.pancomms.com,,"Description: Hotham House
Heron Sqare
Richmond Upon Thames
Surrey TW9 1EJ

They are about 40 people in the agency, so loads of more names to find, this is one of the biiggest independent agencies in London.

est 1992

part of the creston group
"
Co54133/90,Independent Living,,,,01275 831 754,,,"Description: PO Box 513
Bristol BS99 2AH
Company Log: Entered on 31/03/2003 by 
"
Co5417387/2049,PSC Communications,,,,01908 569 769,,,
Co54181/90,Royal Horticultural Society,,,,0207 630 7422,,,"Description: 80 Vincent Square
London SW1 2PE
Company Log: Entered on 31/03/2003 by 
"
Co54189/90,Natural Healing UK,,,,01206 242 242,www.,,"Description: PO Box 3718
Colchester
Essex CO3 5UB
Company Log: Entered on 31/03/2003 by 
"
Co54234/203,Torres and Partners,,,,0161 875 0123,www.torres.co.uk,,"Description: Sandpiper House 
1 Modwen Road
Salford
Manchester
M5 3EZ

Company Log: Entered on 22/07/2003 by 
"
Co5425117/1891,More Group Plc,,,,01483 718 800,www.clearchannel.com,,
Co5427234/1740,Jeyes Ltd,,,,01842 754 567,www.jeyes.com,,
Co54333/332,Jon Oliver,,,,01902840777,,,"Description: Technology Marketing Communications
Wolverhampton
Company Log: Entered on 28/11/2003 by 
"
Co54470/98,E J Krause & Associates,,,,01895 630 288,,,"Description: Lynx House
Clough Bank
Edmund Road
Sheffield S2 4EL
Company Log: Entered on 08/04/2003 by 
"
Co5460887/1691,Independent Insurance,,,,0161 741 0000,www.aurora.com,,
Co54619/91,Worlds Fair Ltd,,,,0161 624 3687,,,"Description: 2 Daltry Street
Oldham OL1 4BB
Company Log: Entered on 01/04/2003 by 
"
Co54650/98,Greenfield Computer Marketing,,,,01264 811 066,,,"Description: Greenfield House
Sandydown 
Stockbridge SO20 6BY
Company Log: Entered on 08/04/2003 by 
"
Co5465308/2261,Trinity Solutions,,,,0208 861 3434,,,
Co54668/98,Essential Events Ltd,,,,01225 483 141,www.,,"Description: 11 Quiet Street
Bath BA1 2LB
Company Log: Entered on 08/04/2003 by 
"
Co54673/98,EMAP Media,,,,0207 505 8340,www.emap.com,,"Description: 33-39 Bowling Green Lane
London EC1R 0DA
Company Log: Entered on 08/04/2003 by 
"
Co54689/14,Jackie Cooper PR,England - London,,W1W 6XE,0203 047 4000,www.jcpr.com,,
Co54716/93,EMR Group,,,,020 7823 1300,http://www.theemrgroup.com/executive_about.html,,"Description: Just  a short  note  to clarify where we are with recruitment at the moment.

Our headcount is now 62 people so we have taken on a few people this year-and three consultants have benefited from our offer of £500 of Harrods Vouchers for finding people for us!

This is a quick summary of requirements

1. London-EMR

Consultants/Senior Consultants 25-30  years old-NOT fresh grads  or
starters-at least three years experience-Base Salary 25-40k    

2. Ortus-London

As above-interim

3. Ortus HR

Anyone at any level who is any good that wants to do HR recruitment-interim and perm

4. Ortus Home counties(chertsey)

As above-for interim

5. EMR Chertsey

No positions

Company Log: Entered on 03/04/2003 by 
"
Co54729/280,Kaizo,England,,WC2A 1HR,(0)20 3176 4700,www.kaizo.net,,"Description: 
Another position is with an agency called Kaizo who are a very creative and dynamic pr agency.  They work across several sectors in the pr arena and have 50+ employees in their London office (oxford circus).  The role is to work across several interesting B2B and B2C accounts, two accounts are B2B with Quantum and Necaps storage and their is a big EMEA consumer tech account with Palm Europe, and a general consumer account with RHI (Robert half International) who are a recruitment firm.  This is an excellent opportunity to diversify your portfolio and work on a real mix of accounts, Kaizo are looking to grow and more new business is on the cards.  They are currently reviewing CV's and I know they would be very interested in your background.
 
Kaizo
Central Court
25 Southampton Buildings
London, WC2A 1AL
United Kingdom

Another position is with an agency called Kaizo who are a very creative and dynamic pr agency.  They work across several sectors in the pr arena and have 40 employees in their London office (oxford circus).  They are looking for a SAM in their Tech B2B team to work across a mix of accounts and are looking up to 40k for the right candidate.   www.kaizo.net 
 
 

Job Title – Senior Account Manager (B2B Tech)
Salary – Up to 40k Depending on experience
 

Clients -           

·        RSA Security

·        Cipher Trust – Spam security

·        Quantum – IT Storage

·        Network Appliances – IT Storage

·        BMC – Systems management

 

Total Portfolio = £30,000 per month

 

Reports to - the Associate Director and Managing Director

 

Essential Experience:-
·        4 – 6 years PR experience 

·        a good mix of B2B and tech PR experience (tech is the priority)

·        PR agency experience or a mix of agency and in-house experience

·        Ability to sell additional projects to client base

·        Budget management experience

·        People management experience

 

Person Spec:-
·        Results-focused and driven

·        Confident

·        Ability to advise clients at a strategic level

·        Ability to sell an extra £100,000 per quarter to existing clients

·        Someone keen to join a growing tech team at a senior level

·        Someone looking for a fast paced, commercial, client focused role

 

If this is of interest then I shall look forward to hearing from you.

 

Kind Regards

Aliya

 
 
Company Log: Entered on 07/10/2003 by 
"
Co5474665/1967,Owen Mumford Ltd,,,,01993 812 021,www.owenmumford.com,,
Co5476345/2219,TBS Advertising,,,,01344 306 011,,,
Co5482306/1394,Chandler Chicco Company (CCC),England - London,,WC2H 8AL,0207 632 1800,www.chandlerchiccocompanies.com,"com_About CCC Affiliate Network 2011 21-6-11.pdf,com_About_Allidura_2009.pdf,com_About_Biosector_2_2009.pdf,com_About_Brandtectonics_Access_2009.pdf,com_About_CCC_Affiliate_Network_2009.pdf,com_About_Chandler_Chicco_Agency_2009.pdf,com_About_Chandler_Chicco_Companies_2009.pdf,com_About_Litmus_2009.pdf,com_CCA.doc,com_CCACandidateBrief.doc,com_CCC Global Creds January 2011.pdf","Description: Biosector two - 020 7958 9015

4 Gees Court, St Christophers Place, London W1U 1JD  Nr Bond Street tube

Allergan
(UK, Europe and Global Account)
Amgen 
Amgen
(EU Account)
AstraZeneca 
(UK Account)
AstraZeneca
(UK Account)
GlaxoSmithKline
(UK Account)
GlaxoSmithKline
(UK Account) 
UCB
MSD
(UK Account)
Novartis 
(Global Account)
Novartis
(Global Account)
Pfizer 
(UK Account)
Pfizer
(UK Account)


Pfizer UK
Roche
(UK Account)
UCB
(UK Account)
Celltech



International company: New York, Washington, Los Angeles, Paris

Terms as follows: -

Up to £19,999                20%

£20k to £44,999             23%

£45k +                          25%


Litmus:
Med ed offering headed up by Elaine Ferguson (background: neurophycisist and PR), been going since early 2005 as a result of client requesting other services, but now also winning itsa own business, type of work they do: KOL, advocacy. symposia, 360 doctor (need more info on this), patient group work, they are currently 5 people in the team  (which of half work accross CCA and Litmus accounts), they are looking to take on 2 new candidates: 1) 2-3 years experience and 2) with 6-10 years experience, no salary bands -they pay what they think the candidate is worth basically, culture: have to be driven by results not status i.e. they will have to make their own coffee, book their own travel, lunching with clients-TEAM players.

big account: pfizer
interview process: meeting up with teammebers, then 2nd stage will be meeting up with sam dosseter and elaine ferguson (no presentations

Biosector2: (biotechnology PR), has been going 4-5 years in the UK, this has been very sucessfull offering in the states (NY), with 25 people in a separate office, here in the UK not so good as the market place is different and they have aslo had weak leadership on this side of the business, biggest account is novonordisk, , looking for someone with 6-10 years experience to head up and win business. 

Benefits on top of basic salary:

I23 days holiday per year (we are increasing this for everyone in 2007 to 24 days per year) 
Private healthcare and dental care 
2 x life assurance (after 3 months) 
Pension – 5% matched employee and employer contributions (after 3 months) 
Interest free season ticket loan (after 3 months) 
Notice period is one week on either side for the first 3 months and after that is 3 months on either side. 
There is an on-going possibility for bonuses and staff are reviewed on a quarterly basis. 
 

In addition to the above we also offer ‘soft’ benefits which do change over time but are currently:

Manicure/massage once every couple of weeks in the office 
Lunch each week in the office 
Free soft drinks, tea, coffee etc 
Fresh fruit delivered twice a week 
1 innovation day per year
"
Co54849/98,Freedom Publishing Ltd,,,,0208 373 7756,,,"Description: 39 Macleod Road
Winchmore Hill
London N21 1SW
Company Log: Entered on 08/04/2003 by 
"
Co54907/167,Chime Communications,England - UK ,UA,SW1E 6QT,+44 (0)20 7096 5888,www.chime.plc.uk,,"Description: Limited company quoted in the Stock Exchange.
Leading UK independant group of communication including Public relation services,  Heresy Integrated Marketing Services, Research division.
650 people

Chime is an international communications and sports marketing group, including CSM Sport and Entertainment, the VCCP Partnership in advertising, the Good Relations Group in public relations, Open Health in healthcare communications, Teamspirit a specialist in financial and professional services, and CIE our insight and engagement agency. 

Chime is made up of four divisions, 51 companies and over 1,500 people. We have offices in the UK, France, Germany, Spain, Czech Republic, Russia, USA, Canada, Abu Dhabi, Qatar, South Africa, Japan, Singapore, Hong Kong, Australia and New Zealand.
Specialties
Advertising and Marketing, Pubic Relations, Sports Marketing, Consultancy and Entertainment, Research, Insight and Engagement, Financial and professional services marketing, Healthcare communications 
Headquarters
Southside, 6th Floor, 105 Victoria Street Victoria, London, SW1E 6QT United Kingdom 
Company Size
1001-5000 employees 
Founded
1989

Company Log: Entered on 16/06/2003 by 
"
Co5491593/1779,Lafarge Plasterboard Ltd,,,,01275 377 773,www.lafargeplasterboard.co.uk,,
Co54940/217,Geriatric Medicine,,,,,,,"Company Log: Entered on 05/08/2003 by 
"
Co5494105/2300,Vision Recruitment,,,,0208 390 6390,,,
Co5501612/1361,Cambrigde Healthcare supplies Ltd,,,,01603 735 200,"www.breathlab,com",,
Co55132/128,Rank Leisure Division,,,,,www.ceridiancentrefile.com,,"Description: City Park
4 Brindley Road
Old Trafford
Manchester M16 9FX


Company Log: Entered on 08/05/2003 by 
"
Co55262/332,Tangerine PR,England - United Kingdom,GB,M3 4NB,1618176600,www.tangerinepr.com,,"Description: Fixed wire/Mobile/Internet PR
Manchester
Company Log: Entered on 28/11/2003 by 
"
Co5532714/1456,Crown Cork and SEAL,,,,01235 772 929,www.crowncork.com,,
Co5533204/2194,Succinct Medical Communications,,,HP7 9LP,01628897900,www.succinctcomms.com,,"Description: Ammersham, Buckinghamshire

Burton House
Repton Place
White Lion Rd
Amersham
Buckinhamshire
HP7 9LP

2007: At present, Succinct are 20 strong, working across various therapy areas and offering all varieties of medical education. The have a strong presence in the oncology market, working with big names such as GSK, Pfizer and Roche in secondary care. Turnover at the end of this year is expected to be £2.2m and they have been operating for nearly 6 years. They are on track to continue their rapid growth, and are now a major competitor to some of the larger healthcare communications agencies. 

"
Co55348/97,DIY North Exhibitions,,,,0208 941 2299,,,"Description: Unit F3 Kingsway Business Park
Oldfield Road
Hampton
Middlesex TW12 2HD
Company Log: Entered on 07/04/2003 by 
"
Co5537878/1605,Genuine Parts Company,,,,001 770 953 1700,,,
Co5558963/1735,JD Associates Ltd,,,,01628 890 015,www.jda-multimedia.co.uk,,"Description: the courtyard, 60 station road, marlow, buckinghamshire, sl7 1nx 
"
Co55601/91,Chase Moulande Search & Selection,,,,0207 940 4848,www.chasemoulande.com,,"Description: 1st Floor
Axe & Bottle Court
70 Newcomen Street
London SE1 1YT
Company Log: Entered on 01/04/2003 by 
"
Co55622/90,Royal College of Nursing,,,,0207 409 3333,www.rcn.org.uk,,"Description: 20 Cavendish Square,, London W1M 0AB
Company Log: Entered on 31/03/2003 by 
"
Co5565121/1948,Olympus Sport International,,,,01942 221 400,www.jjb.co.uk,,
Co55692/92,Certis Ltd,,,,020 7630 0271,www.certis.com,,"Company Log: Entered on 02/04/2003 by 
"
Co5569994/1857,MedicSight,,,,0207 406 4700,,,
Co5577133/1309,BMA Communications (known as Speed Communications),England - London,,WC1A 1DE,02074384920,http://www.bmacommunications.co.uk/,,"Description: 8.2.3 Do very little recuirment and only use a few agencies - just keep trying

Another one in the Loewy Group:

-mantra PR
-Custrad PR
-Lighthouse PR
-BMA Communications
-Rainier PR

they aren't looking for any healthcare people any more.
"
Co55776/135,Eames - Jones - Judge - Hawkings,,,,(0) 1438 840984,www.ejjh.co.uk,,"Description: 29 High Street
Welwyn
Hertfordshire
AL6 9EE 
Company Log: Entered on 15/05/2003 by 
"
Co55779/121,Bilinguagroup,,,W1W 8TA,0207 580 4441,www.bilinguagroup.com,,"Company Log: Entered on 01/05/2003 by 
"
Co5579033/1643,Haseldine Hardy Fainlight Communications Ltd,,,,01488 685 010,no website,,
Co5589540/1836,McCann Erickson Public Relations,,,,0207 837 3737,www.mccann.co.uk,,"Description: 7-11 Herbrand Street
London WC1N 1EX

"
Co55945/335,Invicta Capital,,,,,n/a,,"Description: Film Financing co.
"
Co5595813/1306,Black Pearl Consultancy Ltd,,,,01322 424 630,,,
Co56144/86,Angela Mortimer plc,,,,020 7814 0800,http://www.angelamortimer.com,,"Description: 11 Old Jewry
London EC2R 8DU
Company Log: Entered on 27/03/2003 by 
"
Co5636041/1272,AXA Assistance,,,,0870 609 0023,,,
Co56393/209,First T,,,,0208 832 9300,www.firstt.co.uk,,"Description: Aurora House
71-75 Uxbridge Road
Ealing
London W5 5SL
Company Log: Entered on 28/07/2003 by 
"
Co56395/128,Perot Systems Europe Ltd,,,,(+44-20) 7892 1004,www.iblf.org,,"Description: English House
14 St. George Street
London
W1R 0PE

Company Log: Entered on 08/05/2003 by 
"
Co5640309/1308,Bloomsbury Communications,,,,0207 833 3759,,,"Description: 28.2.3Sent infor not looking at the moment
"
Co5643479/2291,Vesuvius,,,,01246 571 700,www.veuvius.com,,
Co56456/91,UPEX Ltd,,,,01604 756 100,www.upex.com,,"Description: 20 Spencer Bridge Road
Northampton NN5 5EZ
Company Log: Entered on 01/04/2003 by 
"
Co5649260/2058,Quintiles Transnational Corporation,,,,0044 1344 708000,http://www.quintiles.com/Locations/default.htm?Country=UnitedKingdom&Region=Europe,,
Co5654558/1417,CMC,,,,01582 416181,www.cmc-uk.net,,"Description: Global House
Bilton Way
Luton
Bedfordshire
LU1 1UU
"
Co5661683/2128,Schott Uk,,,,01785 223 166,www.schott.co.uk,,
Co5661850/2081,Regent-GM Laboratories Ltd,,,,020 8961 6868,www.regent-gm.com,,
Co56736/139,Enter Company Name 13,,,,,,,"Company Log: Entered on 19/05/2003 by 
"
Co56815/90,Homebuyer Events Ltd,,,,0208 877 3636,www.homebuyer.co.uk,,"Description: Business Village
Broonhill Road
London SW18 4JQ
Company Log: Entered on 31/03/2003 by 
"
Co5686973/2155,Shiseido,,,,0207 313 4774,www.shiseido.co.uk,,
Co56883/114,Thomson Derwent Germany,,,,+49 89 54 75 6-0,www.wila-derwent.com,,"Description: Wila-Derwent GmbH
Landsberger Strabe 191a
80687 Munchen 
Germany
Company Log: Entered on 24/04/2003 by 
"
Co5691257/2074,Reckitt Benckiser Plc,,,,01753 217 800,www.reckittbenckiser.com,,
Co56936/139,Morley Fund Management,,,,020 7809 6000,www.morleyfm.com,,"Description: No. 1 Poultry
London EC2R 8EJ
Company Log: Entered on 19/05/2003 by 
"
Co5693868/1375,Casio,,,,0208 450 9131,www.casio.co.uk,,
Co5695122/1257,Ashley Communications,,,,01923 779 547,www.ashleycomms.com,,"Description: this is a virtual company so although based in herts all the consultants work allover.
"
Co5717398/1812,Lundbeck Ltd,,,MK7 8LF,01908 649 966,http://www.lundbeck.com/,,
Co57279/97,British Blind and Shutter Association,,,,01827 523 37,www.bbsa.org.uk,,"Description: 42 Heath Street
Tamworth 
Staffs BH79 7JH
Company Log: Entered on 07/04/2003 by 
"
Co5729355/2134,Scope Medical,South East,,TN13 1BL,01732 466 550,www.scopemedical.com,,
