position-title,job_no,cli_no,Cont_externalID,position-startDate,position-type,position-owner,position-headcount,position-note,position-actualSalary,salary_to,position_currency,position-contractLength,position-payRate
2-Investment Consultant,7155,2723,34011,2-Nov-2015,PERMANENT,JTW,1,"External_ID: 7155
Job Status: STOP
Status_Date: 2015-11-02
Benefits: ",40000,50000,Sterling,0, 
Operations Director,7156,930,31832,2-Nov-2015,PERMANENT,GR ,1,"External_ID: 7156
Job Status: FILLED
Status_Date: 2015-11-02
Benefits: ",0,0,Sterling,0, 
Paraplanner - Birmingham,7157,1382,6624,2-Nov-2015,PERMANENT,JW ,1,"External_ID: 7157
Job Status: STOP
Status_Date: 2018-03-07
Benefits: ",30000,30000,Sterling,0, 
Paraplanner,7158,1351,50717,2-Nov-2015,PERMANENT,JTW,1,"External_ID: 7158
Job Status: STOP
Status_Date: 2015-11-16
Benefits: ",0,0,Sterling,0, 
Paraplanner - Home Based,7159,1382,6624,3-Nov-2015,PERMANENT,JTW,1,"External_ID: 7159
Job Status: FILLED
Status_Date: 2016-01-18
Benefits: ",0,0,Sterling,0, 
SSAS/SIPP Senior Administrator,7160,4520,50876,3-Nov-2015,PERMANENT,JTW,1,"External_ID: 7160
Job Status: STOP
Status_Date: 2017-07-12
Benefits: ",20000,30000,Sterling,0, 
SASS Administrator,7161,598,29486,3-Nov-2015,PERMANENT,JW ,1,"External_ID: 7161
Job Status: STOP
Status_Date: 2017-05-02
Benefits: ",0,0,Sterling,0, 
Pensions Administrator,7162,465,4004,3-Nov-2015,PERMANENT,JW ,2,"External_ID: 7162
Job Status: STOP
Status_Date: 2018-03-07
Benefits: ",17000,22000,Sterling,0, 
Pensions Support Role (A-Level),7163,465,50877,3-Nov-2015,PERMANENT,JTW,1,"External_ID: 7163
Job Status: LOST
Status_Date: 2015-11-19
Benefits: ",150000,170000,Sterling,0, 
EB Support Administrator/Supervisor,7164,1387,17410,4-Nov-2015,PERMANENT,JTW,1,"External_ID: 7164
Job Status: LOST
Status_Date: 2016-02-02
Benefits: ",35000,400000,Sterling,0, 
EMEA Pillar 3 Disclosure Production Mgr,7165,1877,23176,4-Nov-2015,PERMANENT,JF ,1,"External_ID: 7165
Job Status: FILLED
Status_Date: 2016-06-07
Benefits: ",50000,55000,Sterling,0, 
Pensions Administrators In Leeds,7166,3146,50227,4-Nov-2015,PERMANENT,JW ,1,"External_ID: 7166
Job Status: STOP
Status_Date: 2018-03-07
Benefits: Xaf17-20, Bw19-22,towers25-58",17000,28000,Sterling,0, 
Global Markets Operations Administrator,7167,1877,-9991877,4-Nov-2015,TEMPORARY,JG ,1,"External_ID: 7167
Job Status: FILLED
Status_Date: 2015-11-16
Benefits: ",0,0,Sterling,0, 
Business Development Assistant,7168,1387,49874,4-Nov-2015,PERMANENT,JTW,1,"External_ID: 7168
Job Status: LOST
Status_Date: 2015-11-05
Benefits: ",0,0,Sterling,0, 
Investement Manager,7169,4491,50563,4-Nov-2015,PERMANENT,GR ,1,"External_ID: 7169
Job Status: STOP
Status_Date: 2017-05-15
Benefits: ",0,0,Sterling,0, 
Senior Regional Reporting Analyst,7170,1877,-9991877,4-Nov-2015,TEMPORARY,JG ,1,"External_ID: 7170
Job Status: LOST
Status_Date: 2016-01-08
Benefits: ",0,0,Sterling,0, 
Sales Development Consultant,7171,13,34486,4-Nov-2015,PERMANENT,GD ,2,"External_ID: 7171
Job Status: LOST
Status_Date: 2016-02-09
Benefits: ",28000,31000,Sterling,0, 
Junior Partner,7172,1382,-9991382,4-Nov-2015,PERMANENT,GR ,1,"External_ID: 7172
Job Status: STOP
Status_Date: 2017-05-08
Benefits: ",0,0,Sterling,0, 
Quality Assurance Officer,7173,68,3643,4-Nov-2015,PERMANENT,JM ,1,"External_ID: 7173
Job Status: FILLED
Status_Date: 2016-04-19
Benefits: Package",30000,37000,Sterling,0, 
Credit Risk Assistant Manager,7174,1117,50832,4-Nov-2015,PERMANENT,JG ,1,"External_ID: 7174
Job Status: STOP
Status_Date: 2017-01-24
Benefits: ",0,0,Sterling,0, 
Pensions Administrator,7175,2085,50711,4-Nov-2015,PERMANENT,JTW,1,"External_ID: 7175
Job Status: STOP
Status_Date: 2015-11-19
Benefits: ",0,0,Sterling,0, 
Partner,7176,1382,7587,5-Nov-2015,PERMANENT,JW ,1,"External_ID: 7176
Job Status: STOP
Status_Date: 2017-04-26
Benefits: ",80000,150000,Sterling,0, 
Investment Manager - Junior,7177,412,7370,5-Nov-2015,PERMANENT,GR ,1,"External_ID: 7177
Job Status: STOP
Status_Date: 2017-05-15
Benefits: ",0,0,Sterling,0, 
Head Of Regulatory Reporting Policy,7178,2954,50701,5-Nov-2015,PERMANENT,JF ,1,"External_ID: 7178
Job Status: STOP
Status_Date: 2017-01-24
Benefits: ",90000,115000,Sterling,0, 
Financial Planner,7179,1382,46799,5-Nov-2015,PERMANENT,JTW,1,"External_ID: 7179
Job Status: STOP
Status_Date: 2017-05-03
Benefits: ",0,0,Sterling,0, 
Sales Associate,7180,2435,49045,6-Nov-2015,PERMANENT,GD ,1,"External_ID: 7180
Job Status: STOP
Status_Date: 2016-01-20
Benefits: ",35000,45000,Sterling,0, 
Regional Operations Manager - Bristol,7181,557,50392,6-Nov-2015,PERMANENT,IG ,1,"External_ID: 7181
Job Status: STOP
Status_Date: 2016-01-27
Benefits: ",0,0,Sterling,0, 
PENSIONS ADMIN ESHOT,7182,3146,50227,6-Nov-2015,PERMANENT,JW ,1,"External_ID: 7182
Job Status: STOP
Status_Date: 2018-03-07
Benefits: ",0,0,Sterling,0, 
EMPLOYEE BENEFITS SUPPORT ESHOT,7183,3146,50227,6-Nov-2015,PERMANENT,JW ,1,"External_ID: 7183
Job Status: STOP
Status_Date: 2018-03-07
Benefits: ",0,0,Sterling,0, 
Senior Associate,7184,632,36706,9-Nov-2015,PERMANENT,JTW,10,"External_ID: 7184
Job Status: FILLED
Status_Date: 2016-02-15
Benefits: ",35000,45000,Sterling,0, 
EMEA Statutory Accountant,7185,3185,-9993185,9-Nov-2015,PERMANENT,JG ,1,"External_ID: 7185
Job Status: LOST
Status_Date: 2016-02-09
Benefits: ",35000,42000,Sterling,0, 
Client Services Associate,7186,1382,43693,10-Nov-2015,PERMANENT,JTW,1,"External_ID: 7186
Job Status: STOP
Status_Date: 2016-01-26
Benefits: ",26000,30000,Sterling,0, 
Comms Eshot,7187,3146,50965,10-Nov-2015,PERMANENT,JW ,1,"External_ID: 7187
Job Status: STOP
Status_Date: 2017-05-02
Benefits: ",0,0,Sterling,0, 
Pensions Admin Eshot,7188,3146,50965,10-Nov-2015,PERMANENT,JW ,1,"External_ID: 7188
Job Status: STOP
Status_Date: 2018-03-07
Benefits: ",0,0,Sterling,0, 
Employee Benefits Eshot,7189,3146,50965,10-Nov-2015,PERMANENT,JW ,1,"External_ID: 7189
Job Status: STOP
Status_Date: 2018-03-07
Benefits: ",0,0,Sterling,0, 
Regulatory Reporting Accountant,7190,2954,50701,10-Nov-2015,PERMANENT,JF ,1,"External_ID: 7190
Job Status: STOP
Status_Date: 2017-01-24
Benefits: ",55000,67000,Sterling,0, 
BDM - M62 Coridoor,7191,465,34823,11-Nov-2015,PERMANENT,GD ,1,"External_ID: 7191
Job Status: STOP
Status_Date: 2017-07-03
Benefits: ",40000,60000,Sterling,0, 
Level C Pensions Admin,7192,332,50501,11-Nov-2015,PERMANENT,JW ,1,"External_ID: 7192
Job Status: FILLED
Status_Date: 2016-05-09
Benefits: ",0,0,Sterling,0, 
TEST,7193,2278,20736,11-Nov-2015,PERMANENT,IG ,1,"External_ID: 7193
Job Status: STOP
Status_Date: 2017-05-10
Benefits: ",0,0,Sterling,0, 
Business Analyst - New Issues,7194,2954,43827,11-Nov-2015,PERMANENT,JG ,1,"External_ID: 7194
Job Status: STOP
Status_Date: 2017-01-24
Benefits: ",30000,40000,Sterling,0, 
Senior Partner - Leeds,7195,1382,7587,12-Nov-2015,PERMANENT,GR ,1,"External_ID: 7195
Job Status: STOP
Status_Date: 2017-05-08
Benefits: ",0,0,Sterling,0, 
Principle Pensions Administrator,7196,332,50501,12-Nov-2015,PERMANENT,JW ,1,"External_ID: 7196
Job Status: STOP
Status_Date: 2018-03-07
Benefits: ",22000,30000,Sterling,0, 
BDM - Manchester,7197,48,-99948,16-Nov-2015,PERMANENT,GD ,1,"External_ID: 7197
Job Status: FILLED
Status_Date: 2016-02-29
Benefits: ",35000,45000,Sterling,0, 
Business Monitoring & Assurance Manager,7198,50,-99950,16-Nov-2015,PERMANENT,JM ,1,"External_ID: 7198
Job Status: STOP
Status_Date: 2015-12-16
Benefits: ",45000,65000,Sterling,0, 
Business Monitoring & Assurance Manager,7198,50,46740,16-Nov-2015,PERMANENT,JM ,1,"External_ID: 7198
Job Status: STOP
Status_Date: 2015-12-16
Benefits: ",45000,65000,Sterling,0, 
Investment Development Associate - Architas,7199,49,51045,17-Nov-2015,PERMANENT,GD ,2,"External_ID: 7199
Job Status: FILLED
Status_Date: 2016-01-27
Benefits: ",30000,35000,Sterling,0, 
Corporate Consultant,7200,4522,51057,17-Nov-2015,PERMANENT,IG ,10,"External_ID: 7200
Job Status: STOP
Status_Date: 2017-05-10
Benefits: ",0,0,Sterling,0, 
Private Client Advisor - East Midlands,7201,61,43553,17-Nov-2015,PERMANENT,GR ,2,"External_ID: 7201
Job Status: FILLED
Status_Date: 2017-05-15
Benefits: ",0,0,Sterling,0, 
Senior Paraplanner,7202,2705,51065,18-Nov-2015,PERMANENT,JTW,1,"External_ID: 7202
Job Status: LOST
Status_Date: 2015-12-16
Benefits: ",35000,45000,Sterling,0, 
Administrator/Paraplanner,7203,2705,51065,18-Nov-2015,PERMANENT,JTW,1,"External_ID: 7203
Job Status: STOP
Status_Date: 2016-04-26
Benefits: ",30000,40000,Sterling,0, 
Pensions Projects - Scotland,7204,2970,50345,19-Nov-2015,PERMANENT,JW ,1,"External_ID: 7204
Job Status: STOP
Status_Date: 2017-05-02
Benefits: ",0,0,Sterling,0, 
Credit Controller,7205,3182,44786,19-Nov-2015,PERMANENT,JG ,1,"External_ID: 7205
Job Status: STOP
Status_Date: 2016-02-15
Benefits: ",17000,19000,Sterling,0, 
Pensions Projects - Leeds,7206,2970,50345,19-Nov-2015,PERMANENT,JW ,1,"External_ID: 7206
Job Status: STOP
Status_Date: 2017-05-02
Benefits: ",0,0,Sterling,0, 
Financial Crime Consultant,7207,4371,51201,23-Nov-2015,PERMANENT,JF ,1,"External_ID: 7207
Job Status: LOST
Status_Date: 2016-01-07
Benefits: ",32000,35000,Sterling,0, 
Financial Crime Analyst,7208,4371,51201,23-Nov-2015,TEMPORARY,JG ,1,"External_ID: 7208
Job Status: LOST
Status_Date: 2015-12-15
Benefits: ",0,0,Sterling,0, 
Investment Manager,7209,799,50718,23-Nov-2015,PERMANENT,JTW,1,"External_ID: 7209
Job Status: FILLED
Status_Date: 2016-03-14
Benefits: ",0,0,Sterling,0, 
Paraplanner,7210,4599,51223,24-Nov-2015,PERMANENT,JTW,1,"External_ID: 7210
Job Status: LOST
Status_Date: 2017-05-03
Benefits: ",0,0,Sterling,0, 
Pensions Projects - Reading,7211,2970,50345,24-Nov-2015,PERMANENT,JW ,1,"External_ID: 7211
Job Status: STOP
Status_Date: 2018-03-07
Benefits: ",20000,35000,Sterling,0, 
Financial Planning Administrator - Bristol,7212,1382,6624,24-Nov-2015,PERMANENT,JTW,1,"External_ID: 7212
Job Status: STOP
Status_Date: 2017-07-12
Benefits: ",0,0,Sterling,0, 
Fund Accounting - Assistant Manager,7213,1877,-9991877,25-Nov-2015,TEMPORARY,JG ,1,"External_ID: 7213
Job Status: STOP
Status_Date: 2016-03-16
Benefits: ",0,0,Sterling,0, 
Senior BDM - London,7214,25,28069,26-Nov-2015,PERMANENT,GD ,1,"External_ID: 7214
Job Status: FILLED
Status_Date: 2016-02-29
Benefits: ",55000,80000,Sterling,0, 
Business Development Manager,7215,4658,51308,26-Nov-2015,PERMANENT,GD ,1,"External_ID: 7215
Job Status: STOP
Status_Date: 2016-06-23
Benefits: ",60000,70000,Sterling,0, 
Private Client Administrator,7216,799,51327,26-Nov-2015,PERMANENT,JTW,1,"External_ID: 7216
Job Status: LOST
Status_Date: 2016-01-12
Benefits: ",20000,26000,Sterling,0, 
Compliance Analyst,7217,1096,49142,4-Apr-2016,PERMANENT,JM ,1,"External_ID: 7217
Job Status: LOST
Status_Date: 2017-04-27
Benefits: Package",30000,35000,Sterling,0, 
Paraplanner/ Trainee FP - 12 month contract,7218,412,21284,26-Nov-2015,PERMANENT,GR ,1,"External_ID: 7218
Job Status: LOST
Status_Date: 2017-05-15
Benefits: ",0,0,Sterling,0, 
Senior Comms Consultant,7219,96,50894,27-Nov-2015,PERMANENT,JW ,1,"External_ID: 7219
Job Status: STOP
Status_Date: 2017-05-02
Benefits: ",0,0,Sterling,0, 
Regional Sales Manager - East Anglia (Strategic),7220,1096,49142,27-Nov-2015,PERMANENT,GD ,1,"External_ID: 7220
Job Status: STOP
Status_Date: 2015-12-03
Benefits: ",50000,55000,Sterling,0, 
Project Admin/Consultant,7221,2970,50345,27-Nov-2015,PERMANENT,IG ,1,"External_ID: 7221
Job Status: STOP
Status_Date: 2017-05-10
Benefits: ",0,0,Sterling,0, 
Pensions Team Leader,7222,96,-99996,27-Nov-2015,PERMANENT,JW ,1,"External_ID: 7222
Job Status: STOP
Status_Date: 2017-05-02
Benefits: ",0,0,Sterling,0, 
Corporate Consultant,7223,1809,43360,27-Nov-2015,PERMANENT,IG ,1,"External_ID: 7223
Job Status: STOP
Status_Date: 2017-05-10
Benefits: ",0,0,Sterling,0, 
Associate Director - FP,7224,1382,3486,27-Nov-2015,PERMANENT,GR ,1,"External_ID: 7224
Job Status: STOP
Status_Date: 2017-05-15
Benefits: ",0,0,Sterling,0, 
Senior Graphic Designer,7225,3135,42742,30-Nov-2015,PERMANENT,JW ,1,"External_ID: 7225
Job Status: STOP
Status_Date: 2017-05-02
Benefits: ",45000,50000,Sterling,0, 
Investment Advisor,7226,1531,46927,30-Nov-2015,PERMANENT,GR ,1,"External_ID: 7226
Job Status: STOP
Status_Date: 2017-05-15
Benefits: ",0,0,Sterling,0, 
Investment Advisor,7227,556,50084,30-Nov-2015,PERMANENT,GR ,1,"External_ID: 7227
Job Status: STOP
Status_Date: 2017-05-15
Benefits: ",0,0,Sterling,0, 
Compliance Associate,7228,4371,51330,30-Nov-2015,PERMANENT,JM ,1,"External_ID: 7228
Job Status: STOP
Status_Date: 2017-04-27
Benefits: ",25000,35000,Sterling,0, 
BDM - M62 Corridor,7229,4658,51308,30-Nov-2015,PERMANENT,GD ,1,"External_ID: 7229
Job Status: STOP
Status_Date: 2017-01-24
Benefits: ",55000,60000,Sterling,0, 
Business Analyst,7230,1877,-9991877,1-Dec-2015,TEMPORARY,JG ,1,"External_ID: 7230
Job Status: STOP
Status_Date: 2017-01-24
Benefits: ",0,0,Sterling,0, 
London Admin Text Shot,7231,1382,6624,1-Dec-2015,PERMANENT,JTW,1,"External_ID: 7231
Job Status: STOP
Status_Date: 2017-07-12
Benefits: ",0,0,Sterling,0, 
Operational Risk & Control Senior Manager,7232,2954,50701,1-Dec-2015,PERMANENT,JF ,1,"External_ID: 7232
Job Status: STOP
Status_Date: 2017-01-24
Benefits: ",80000,90000,Sterling,0, 
Business Development Manager,7233,585,44080,1-Dec-2015,PERMANENT,IG ,3,"External_ID: 7233
Job Status: STOP
Status_Date: 2017-05-10
Benefits: ",60000,70000,Sterling,0, 
Trade Finance Manager/Senior Manager,7234,2954,43827,2-Dec-2015,PERMANENT,JG ,1,"External_ID: 7234
Job Status: STOP
Status_Date: 2017-01-24
Benefits: ",55000,80000,Sterling,0, 
Business Development Assistant,7235,1387,49874,2-Dec-2015,PERMANENT,JTW,1,"External_ID: 7235
Job Status: FILLED
Status_Date: 2016-03-01
Benefits: ",20000,25000,Sterling,0, 
Business Manager,7236,633,36568,2-Dec-2015,PERMANENT,IG ,1,"External_ID: 7236
Job Status: STOP
Status_Date: 2017-03-02
Benefits: ",75000,85000,Sterling,0, 
Advsior - Private Clients,7237,4522,51057,3-Dec-2015,PERMANENT,GR ,1,"External_ID: 7237
Job Status: STOP
Status_Date: 2017-05-08
Benefits: ",0,0,Sterling,0, 
Financial Planner,7238,4673,51453,3-Dec-2015,PERMANENT,JTW,2,"External_ID: 7238
Job Status: FILLED
Status_Date: 2016-05-03
Benefits: ",0,0,Sterling,0, 
Group Healthcare  Broker,7239,4494,50575,3-Dec-2015,PERMANENT,JTW,1,"External_ID: 7239
Job Status: STOP
Status_Date: 2016-01-22
Benefits: ",25000,450000,Sterling,0, 
BDM - West Midlands,7240,49,-99949,3-Dec-2015,PERMANENT,GD ,1,"External_ID: 7240
Job Status: STOP
Status_Date: 2015-12-04
Benefits: ",40000,55000,Sterling,0, 
Tax Accountant,7241,799,-999799,4-Dec-2015,PERMANENT,JG ,1,"External_ID: 7241
Job Status: STOP
Status_Date: 2017-01-24
Benefits: ",22000,32000,Sterling,0, 
Records With No Email / Mobile,7243,4674,-9994674,4-Dec-2015,PERMANENT,GR ,1,"External_ID: 7243
Job Status: STOP
Status_Date: 2017-05-08
Benefits: ",0,0,Sterling,0, 
Business Development Assistant,7244,1387,49874,4-Dec-2015,PERMANENT,JTW,1,"External_ID: 7244
Job Status: FILLED
Status_Date: 2016-05-03
Benefits: ",20000,25000,Sterling,0, 
BDM - Midlands,7245,20,-99920,4-Dec-2015,PERMANENT,GD ,1,"External_ID: 7245
Job Status: STOP
Status_Date: 2016-01-29
Benefits: ",40000,45000,Sterling,0, 
IFA Support Administrator T/P,7246,799,50718,7-Dec-2015,PERMANENT,JTW,1,"External_ID: 7246
Job Status: LOST
Status_Date: 2015-12-16
Benefits: ",25000,30000,Sterling,0, 
Senior Manager - Financial Reporting UK,7247,2954,50701,7-Dec-2015,PERMANENT,JF ,1,"External_ID: 7247
Job Status: STOP
Status_Date: 2017-01-24
Benefits: ",75000,85000,Sterling,0, 
"Head, Finance - Financial Markets & FI",7248,2954,50701,7-Dec-2015,PERMANENT,JF ,1,"External_ID: 7248
Job Status: LOST
Status_Date: 2016-02-18
Benefits: ",75000,85000,Sterling,0, 
Financial Analyst,7249,1877,-9991877,7-Dec-2015,TEMPORARY,JG ,1,"External_ID: 7249
Job Status: FILLED
Status_Date: 2016-02-22
Benefits: ",0,0,Sterling,0, 
Financial Planning Administrator,7250,632,4857,7-Dec-2015,PERMANENT,JTW,1,"External_ID: 7250
Job Status: STOP
Status_Date: 2017-07-12
Benefits: ",18000,25000,Sterling,0, 
Internal Business Development Manager,7251,2864,35425,8-Dec-2015,PERMANENT,GD ,1,"External_ID: 7251
Job Status: STOP
Status_Date: 2016-02-12
Benefits: ",35000,45000,Sterling,0, 
Headhunt Calls,7252,3146,50965,8-Dec-2015,PERMANENT,JW ,1,"External_ID: 7252
Job Status: STOP
Status_Date: 2018-03-07
Benefits: ",0,0,Sterling,0, 
Global Project Manager,7253,1877,-9991877,8-Dec-2015,TEMPORARY,JG ,1,"External_ID: 7253
Job Status: FILLED
Status_Date: 2016-06-06
Benefits: ",0,0,Sterling,0, 
Paraplanner,7254,1363,11513,8-Dec-2015,PERMANENT,JTW,1,"External_ID: 7254
Job Status: LOST
Status_Date: 2016-01-26
Benefits: ",35000,40000,Sterling,0, 
Ifa,7255,4498,50626,8-Dec-2015,PERMANENT,JTW,1,"External_ID: 7255
Job Status: STOP
Status_Date: 2017-05-03
Benefits: ",0,0,Sterling,0, 
BDM - Yorkshire / North East,7256,55,-99955,9-Dec-2015,PERMANENT,GD ,1,"External_ID: 7256
Job Status: STOP
Status_Date: 2016-01-28
Benefits: ",50000,60000,Sterling,0, 
Compliance Monitoring Specialist (Grade B),7257,1382,51560,21-Mar-2017,PERMANENT,JM ,1,"External_ID: 7257
Job Status: FILLED
Status_Date: 2017-05-11
Benefits: ",30000,45000,Sterling,0, 
Fund Administrator,7258,1877,-9991877,9-Dec-2015,TEMPORARY,JG ,1,"External_ID: 7258
Job Status: FILLED
Status_Date: 2016-01-08
Benefits: ",0,0,Sterling,0, 
Operations Manager,7259,2709,32987,10-Dec-2015,PERMANENT,JTW,1,"External_ID: 7259
Job Status: STOP
Status_Date: 2017-07-12
Benefits: ",45000,45000,Sterling,0, 
RRP Senior Analyst,7260,1877,33940,10-Dec-2015,PERMANENT,JF ,2,"External_ID: 7260
Job Status: FILLED
Status_Date: 2017-04-25
Benefits: 12% Pension, Life, PMI, Bonus",50000,55000,Sterling,0, 
Embedded Risk Manager II,7261,1877,50530,10-Dec-2015,PERMANENT,JF ,1,"External_ID: 7261
Job Status: LOST
Status_Date: 2017-04-25
Benefits: ",45000,55000,Sterling,0, 
Head Of Controls CAM,7262,1877,50530,10-Dec-2015,PERMANENT,JF ,1,"External_ID: 7262
Job Status: STOP
Status_Date: 2017-01-24
Benefits: ",60000,80000,Sterling,0, 
Pensions Support,7263,598,29486,10-Dec-2015,PERMANENT,JW ,1,"External_ID: 7263
Job Status: STOP
Status_Date: 2017-05-02
Benefits: ",0,0,Sterling,0, 
Discretionary Fund Manager - Liverpool,7264,412,51576,10-Dec-2015,PERMANENT,GR ,1,"External_ID: 7264
Job Status: STOP
Status_Date: 2017-05-15
Benefits: ",0,0,Sterling,0, 
Project Administrator,7265,96,-99996,11-Dec-2015,PERMANENT,JW ,1,"External_ID: 7265
Job Status: STOP
Status_Date: 2018-03-07
Benefits: ",22000,28000,Sterling,0, 
BDM - SE,7266,426,-999426,14-Dec-2015,TEMPORARY,JTW,1,"External_ID: 7266
Job Status: PROPOSAL
Status_Date: 2015-12-14
Benefits: ",0,0,Sterling,0, 
BDM - South East,7267,426,31634,14-Dec-2015,PERMANENT,JTW,1,"External_ID: 7267
Job Status: STOP
Status_Date: 2016-06-03
Benefits: ",40000,45000,Sterling,0, 
Head Of Compliance,7268,61,16423,14-Dec-2015,PERMANENT,JW ,1,"External_ID: 7268
Job Status: STOP
Status_Date: 2017-04-26
Benefits: ",0,0,Sterling,0, 
IFA - Carlise - 2016,7269,435,51054,16-Dec-2015,PERMANENT,GR ,1,"External_ID: 7269
Job Status: STOP
Status_Date: 2017-05-08
Benefits: ",40000,70000,Sterling,0, 
Senior Pensions Admin Leeds,7270,96,49744,16-Dec-2015,PERMANENT,JW ,1,"External_ID: 7270
Job Status: STOP
Status_Date: 2018-03-07
Benefits: ",22000,28000,Sterling,0, 
IFA - 2016,7271,2898,44928,17-Dec-2015,PERMANENT,GR ,1,"External_ID: 7271
Job Status: STOP
Status_Date: 2017-05-08
Benefits: ",0,0,Sterling,0, 
Compliance/Operations Specialist,7272,4676,51664,17-Dec-2015,PERMANENT,JM ,1,"External_ID: 7272
Job Status: STOP
Status_Date: 2017-04-27
Benefits: ",30000,45000,Sterling,0, 
Pension Calculation Analyst,7273,96,49744,17-Dec-2015,PERMANENT,JW ,1,"External_ID: 7273
Job Status: STOP
Status_Date: 2018-03-07
Benefits: 7.5-10% Bonus, 7% > 10% Pension Flexi, 25 Holiday",24000,40000,Sterling,0, 
Investment Trust Accountant,7274,1877,33940,17-Dec-2015,PERMANENT,JG ,1,"External_ID: 7274
Job Status: STOP
Status_Date: 2017-01-24
Benefits: ",44000,54000,Sterling,0, 
Private Client Administrator (Glasgow),7275,585,51678,17-Dec-2015,PERMANENT,JTW,1,"External_ID: 7275
Job Status: STOP
Status_Date: 2016-02-02
Benefits: ",15000,20000,Sterling,0, 
Private Client Administrator (Edinburgh),7276,585,51678,17-Dec-2015,PERMANENT,JTW,1,"External_ID: 7276
Job Status: STOP
Status_Date: 2016-02-02
Benefits: ",15000,25000,Sterling,0, 
Paraplanner,7277,585,51678,17-Dec-2015,PERMANENT,JTW,1,"External_ID: 7277
Job Status: STOP
Status_Date: 2016-06-03
Benefits: ",35000,400090,Sterling,0, 
Paraplanner,7278,1382,51229,18-Dec-2015,PERMANENT,JTW,1,"External_ID: 7278
Job Status: STOP
Status_Date: 2017-05-03
Benefits: ",0,0,Sterling,0, 
Compliance Operations Manager,7279,61,16423,18-Dec-2015,PERMANENT,JM ,1,"External_ID: 7279
Job Status: STOP
Status_Date: 2017-04-27
Benefits: ",50000,55000,Sterling,0, 
Finance Business Partner,7280,2954,50701,21-Dec-2015,PERMANENT,JF ,1,"External_ID: 7280
Job Status: STOP
Status_Date: 2017-01-24
Benefits: ",60000,65000,Sterling,0, 
BDM - Leeds,7281,49,-99949,21-Dec-2015,PERMANENT,GD ,1,"External_ID: 7281
Job Status: STOP
Status_Date: 2017-01-24
Benefits: ",45000,55000,Sterling,0, 
Paraplanner - Bristol,7282,799,50718,22-Dec-2015,PERMANENT,JTW,1,"External_ID: 7282
Job Status: STOP
Status_Date: 2016-04-26
Benefits: ",30000,40000,Sterling,0, 
Key Account Manager,7283,4677,-9994677,23-Dec-2015,PERMANENT,GD ,1,"External_ID: 7283
Job Status: STOP
Status_Date: 2016-02-04
Benefits: ",60000,75000,Sterling,0, 
Retirement Consultant - Surrey / Berks,7284,48,-99948,4-Jan-2016,PERMANENT,GD ,1,"External_ID: 7284
Job Status: STOP
Status_Date: 2016-03-15
Benefits: ",35000,40000,Sterling,0, 
Senior Retirement Specialist - London,7285,4677,31473,4-Jan-2016,PERMANENT,GD ,1,"External_ID: 7285
Job Status: FILLED
Status_Date: 2016-04-01
Benefits: ",40000,55000,Sterling,0, 
Senior Retirement Specialist - RH & BN,7286,4677,31473,4-Jan-2016,PERMANENT,GD ,1,"External_ID: 7286
Job Status: STOP
Status_Date: 2016-04-18
Benefits: ",40000,55000,Sterling,0, 
"Senior Retirement Specialist - PE, CB, NR",7287,4677,31473,4-Jan-2016,PERMANENT,GD ,1,"External_ID: 7287
Job Status: STOP
Status_Date: 2016-03-29
Benefits: ",40000,55000,Sterling,0, 
"Senior Retirement Specialist - GL, WR, SN",7288,4677,31473,4-Jan-2016,PERMANENT,GD ,1,"External_ID: 7288
Job Status: FILLED
Status_Date: 2016-06-03
Benefits: ",40000,55000,Sterling,0, 
Senior Pensions Admin Herts/Bucks,7289,96,49744,4-Jan-2016,PERMANENT,JW ,1,"External_ID: 7289
Job Status: STOP
Status_Date: 2018-03-07
Benefits: ",24000,28000,Sterling,0, 
DFM - BDM - M62 Corridor,7290,1107,50544,4-Jan-2016,PERMANENT,GD ,1,"External_ID: 7290
Job Status: LOST
Status_Date: 2016-02-10
Benefits: ",60000,70000,Sterling,0, 
Regional Sales Manager,7291,4677,31473,4-Jan-2016,PERMANENT,GD ,1,"External_ID: 7291
Job Status: FILLED
Status_Date: 2016-04-11
Benefits: ",60000,70000,Sterling,0, 
Pension Admin Berkshire,7292,1117,47619,5-Jan-2016,PERMANENT,JW ,1,"External_ID: 7292
Job Status: FILLED
Status_Date: 2016-07-04
Benefits: ",24000,27000,Sterling,0, 
BDM - Manchester,7293,4677,14409,6-Jan-2016,PERMANENT,GD ,2,"External_ID: 7293
Job Status: STOP
Status_Date: 2017-01-24
Benefits: + £7500 + Benefits",45000,55000,Sterling,0, 
Marketing Compliance Manager,7294,50,51762,6-Jan-2016,PERMANENT,JM ,5,"External_ID: 7294
Job Status: FILLED
Status_Date: 2017-04-27
Benefits: ",40000,60000,Sterling,0, 
Pensions Admin Leeds,7295,598,29486,7-Jan-2016,PERMANENT,JW ,2,"External_ID: 7295
Job Status: STOP
Status_Date: 2018-03-07
Benefits: ",20000,27000,Sterling,0, 
Wealth Planner,7296,2363,51754,7-Jan-2016,PERMANENT,JTW,1,"External_ID: 7296
Job Status: STOP
Status_Date: 2017-05-03
Benefits: ",80000,90000,Sterling,0, 
London - Paraplanner,7297,2363,51754,7-Jan-2016,PERMANENT,JTW,1,"External_ID: 7297
Job Status: STOP
Status_Date: 2017-07-12
Benefits: ",35000,48000,Sterling,0, 
