company-externalId,company-name,company-locationName,company-locationAddress,company-locationCity,company-locationState,company-locationCountry,company-locationZipCode,company-phone,company-fax,company-website,company-document,company-note
2622,Behn Meyer,Behn Meyer-Myanmar,Behn Meyer-Myanmar,,,MM,,,,http://www.behnmeyer.com/,32-co-doc.pdf,"BH Company ID:2622
Date Added: 05-10-2016
Date Founded: 1840
Status: Qualified Lead
Ownership: Private
"
2623,KFC,KFC-Myanmar,KFC-Myanmar,Yangon,,MM,,(+95) 12304100-4104,,http://www.bloomberg.com/research/Stocks/private/snapshot.asp?privcapId=307480216,,"BH Company ID:2623
Date Added: 05-10-2016
Status: Archive
Ownership: Private
"
2624,Market Myanmar Company Limited,"5th Floor, 565 MAC Tower, Merchant Road","5th Floor, 565 MAC Tower, Merchant Road",Yangon,,MM,,,,http://www.dica.gov.mm/en/company/market-myanmar-company-limited,,"BH Company ID:2624
Address 2: Kyauktada Township
Date Added: 05-10-2016
Status: Qualified Lead
Ownership: Private
"
2625,Links Moving,Links Moving-Hong Kong SAR,Links Moving-Hong Kong SAR,,,,,(+852) 23666700,,http://www.linksmoving.asia/,,"BH Company ID:2625
Date Added: 05-10-2016
Status: Qualified Lead
Ownership: Private
"
2626,Black Sea,Black Sea-Myanmar,Black Sea-Myanmar,Yangon,,MM,,(+95) 0979 848 4735,,http://www.blackseamm.com/,,"BH Company ID:2626
Date Added: 05-10-2016
Status: Qualified Lead
Ownership: Private
Company Overview: Our company's name, Black Sea Co. Ltd., comes from the name of a famous and very beautiful sea; this sea is real and it really does exist.
Despite the fact that the black sea is very far from here, in a different corner of the world, we decided to give it this name, though it's a Local Myanmar company.
 
The company was funded in June, 2013, then getting all necessary certificates and authorization as per The Myanmar Companies Act: CERTIFICATE OF EXPORTER / IMPORTER REGISTRATION (October, 2013), all FDA Approvals & later upgrades (2014, 2015 and 2016), Certificate for alcoholic beverages import license (November, 2015), M.O.C. Importer Export ID Card (February, 2016). Being a local company, we are looking straight at the future years to come, paying respect to the people and authority, being honest with our enterprises, offering our support and knowledge to all local markets and sectors.
 
We have an office down-town Yangon, just to be closer to our friends, partners and customers, but we also have a world-class standard Warehouse of big capacity, with complete A/C temperature controlling system & modern CCTV system, in Mayangone Tsp., for keeping and storing our goods and product stock in good condition and order.
 
The goods that we are selling are at high-standard, best quality, and unique on the local Myanmar market.
The sweets, drinking water and wine that we are supplying are authentic, world-wide famous and... their taste... magic!
 
Our vision and values are: Selling only genuine products, Tasting the real original, Making friends with our customers and clients.
 
LinkedIn: (+95) 09 3127 8597
"
2627,NISUS Food BV,NISUS Food BV-Netherlands,NISUS Food BV-Netherlands,,,NL,,,,http://www.nisusfood.com/,,"BH Company ID:2627
Date Added: 05-10-2016
Status: Qualified Lead
Ownership: Private
"
2628,MyanMarvels,MyanMarvels-Myanmar,MyanMarvels-Myanmar,Yangon,,MM,,+95 (0) 9 7959 27 91,,http://myanmarvels.com/,,"BH Company ID:2628
Date Added: 05-10-2016
Status: Qualified Lead
"
2629,Centre for Economic and Social Development,Centre for Economic and Social Development-Myanmar,Centre for Economic and Social Development-Myanmar,Yangon,,MM,,(+95-1) 654770,,https://myanmarcesd.org/,,"BH Company ID:2629
Date Added: 05-11-2016
Status: Qualified Lead
Ownership: Government
"
2630,Unity Development,Unity Development-Myanmar,Unity Development-Myanmar,Yangon,,MM,,,,http://www.thailand-property.com/developer/20932/grand-unity-development-co-ltd,,"BH Company ID:2630
Date Added: 05-11-2016
Status: Qualified Lead
"
2631,Excel International Trading Company Limited,Excel International Trading Company Limited-Myanmar,Excel International Trading Company Limited-Myanmar,Yangon,,MM,,(+95) 1554034,,https://www.facebook.com/Excel-International-Trading-Co-Ltd-647453105270590/info/?tab=overview,,"BH Company ID:2631
Date Added: 05-11-2016
Status: Qualified Lead
Ownership: Government
"
2632,Posco Daewoo,Posco Daewoo-Myanmar,Posco Daewoo-Myanmar,Yangon,,MM,,(+95) 1653239 ex:415,,https://www.daewoo.com/eng/,,"BH Company ID:2632
Date Added: 05-11-2016
Status: Qualified Lead
Ownership: Private
"
2633,GandaWin Magazine Icarus Media Company Limited,GandaWin Magazine Icarus Media Company Limited-Myanmar,GandaWin Magazine Icarus Media Company Limited-Myanmar,Yangon,,MM,,,,http://www.gandawin.net/,,"BH Company ID:2633
Date Added: 05-11-2016
Status: Qualified Lead
Ownership: Private
"
2634,The Filipino Community Myanmar,The Filipino Community Myanmar-Myanmar,The Filipino Community Myanmar-Myanmar,Yangon,,MM,,(+95) 9420003090,,https://www.internations.org/myanmar-expats/filipinos,,"BH Company ID:2634
Date Added: 05-11-2016
Status: Qualified Lead
"
2635,Grand Lotus Travel & Tours Company Limited,Grand Lotus Travel & Tours Company Limited-Myanmar,Grand Lotus Travel & Tours Company Limited-Myanmar,Yangon,,MM,,,,http://www.grandlotustours.com/,,"BH Company ID:2635
Date Added: 05-11-2016
Status: Qualified Lead
Ownership: Government
"
2636,Myanmar Interactive Telecom,Myanmar Interactive Telecom-Myanmar,Myanmar Interactive Telecom-Myanmar,Yangon,,MM,,(+95) 1577156,,http://myanmarit.com/,,"BH Company ID:2636
Date Added: 05-11-2016
Status: Qualified Lead
Ownership: Private
Company Overview: Myanmar Interactive Telecom provides software and services for customer engagement, unified communications and collaboration to help businesses.

Enhance your customer relationship with every interaction. Your customers don't just expect great products.
They expect easy, efficient, effective interactions with your customer service. 
And these aren't expectations you need to meet - these are expectations you must exceed. Our contact center solutions are 
renowned for being comprehensive - from inbound contact resolution, to social media integration and customer collaboration, to proactive outbound campaign management.

From small to large, simple to sophisticated, premise-based to cloud-based - we address your needs. From your customer service team's perspective, our UC-enabled suite means integration of presence and chat to enable easier and 
faster access to key personnel and subject-matter experts. And we deliver both group-based and skills-based multimedia routing, optimizing efficiency and maximizing first-contact resolution. 
Ultimately, it means increased customer satisfaction. For IT, easy deployment reduces the need for extensive professional services, and a flexible, modular licensing model allows for cost-effective scale.

A comprehensive set of control, management and reporting tools provide clear visibility into key performance indicators, allowing customer service personnel to detect trends and solve bottlenecks. Whether you want to handle inbound customer contacts consistently while seamlessly managing proactive campaigns, make your responses faster and more cost-effective with automated or speech-enabled services, or use our social media solutions to monitor what is being said about your company, our comprehensive contact center solutions prove that cost efficiency and positive customer experience can coexist.


"
2637,Virtus Consulting Services,Virtus Consulting Services-Myanmar,Virtus Consulting Services-Myanmar,Yangon,,MM,,,,www.virtusconsulting.com.mm,,"BH Company ID:2637
Date Added: 05-11-2016
Status: Qualified Lead
Company Coverage: info@virtusconsulting.com.mm
"
2638,Mega Lifesciences,Mega Lifesciences-Myanmar,Mega Lifesciences-Myanmar,Yangon,,MM,,(+95) 1580651,,http://www.megawecare.com/,,"BH Company ID:2638
Date Added: 05-12-2016
Status: Qualified Lead
Ownership: Private
"
2639,TA Corporation Ltd,"No.21, Kan Yeik Tha St, Mayangone Tsp","No.21, Kan Yeik Tha St, Mayangone Tsp",Yangon,,MM,Yangon,(+65) 639 229 88,(+65) 639 209 88,http://www.tiongaik.com.sg/page-corporate-profile,70-co-doc.docx,"BH Company ID:2639
Date Added: 05-12-2016
Company Description:TARM head office and central warehouse located in the city of Yangon, branch office and sub-warehouse is in Mandalay city and representative office in Naypyitaw to handle Ministries related tender purposes. We have also re appointed authorized reseller in Kalay, Sagaing Division (middle Myanmar), Larshio, Shan State (North East Myanmar), and Myeik and Dawei, Tanintharyi Division (lower Myanmar) to cover most areas. TARM now has over 100 staffs, more than 20 commercial vehicles and even open up company own servicing to provide after sales service to consumer sector. TARM have its own used oil analysis lab in the head office which can do some basic tests like Viscosity, Total Base Number, Flash point, Water contents and Blotter spot test etc.


TARM have won several awards from Royal Dutch Shell Company, namely Sales Achievement Award for Distributor and Distributor Sales Manager Recognition awards both in 2013. TARM have participated as exhibitor in most of the major summits and seminars such as 2nd Myanmar Power Summit in Sep 2013, Myanmar Civil Aviation Development Conference in Mar 2014 and MYANAUTO Show Sep 2014. TARM also hosted our own summits and seminars, supported and collaborated by Shell Technical support team.
Date Founded: 2013
Status: Qualified Lead
Ownership: Private
Company Overview: TA Resources Myanmar Co., Ltd (TARM) is the authorized distributor of Shell lubricants, AeroShell products and Continental tyres in Myanmar. TARM was appointed as the distributor for Shell lubricants, industrial sector in Apr 2013 and followed by consumer sector in Oct 2013. Since then, TARM has been distributing nationwide as a sole distributor in Myanmar. Later then, TARM has been chosen as authorized distributor of AeroShell products in Feb 2014. In 2014 May, TARM became the authorized distributor of Continental tyres as part of expanding the network in automobile related consumer sector, and has since developed an extensive distribution network across upper and lower Myanmar. TARM follows International accounting and safety standard and boosts the best facility among all Myanmar lubricant distributors.
"
2640,TA Resources Myanmar Company Limited,TA Resources Myanmar Company Limited-Myanmar,TA Resources Myanmar Company Limited-Myanmar,Yangon,,MM,,,,http://www.myjobs.com.mm/en/company/ta-resources-myanmar-co-ltd/62017,,"BH Company ID:2640
Date Added: 05-12-2016
Status: Qualified Lead
Ownership: Private
"
2641,Above Eleven Rooftop Bar Restaurant,Above Eleven Rooftop Bar Restaurant-Thailand,Above Eleven Rooftop Bar Restaurant-Thailand,,,TH,,083 5421111,,http://www.aboveeleven.com/,,"BH Company ID:2641
Date Added: 05-13-2016
Status: Qualified Lead
Company Overview: Above Eleven is a rooftop bar & restaurant on the 33 rd floor of the Fraser Suites Sukhumvit in Sukhumvit’s pulsating Soi 11.
Conceptualized by the food and beverage team of Soho Hospitality, Above Eleven is the first Peruvian Japanese restaurant in South East Asia in a rooftop venue inspired by the experience of being in one of the great urban parks of the world. Key features include custom-designed structural trees, a maze in the entrance era and bathrooms serving as observatories of Bangkok’s skyline. According to Rohit Sachdev, Managing Director of Soho Hospitality, the rooftop bar & restaurant is “an abstract art installation of a park experience with a captivating bird’s eye view of Bangkok.”
Dress Code: We have a semi-casual dress code policy which is strictly enforced. For gentlemen, dress shorts are permitted but no sleeveless shirts and closed shoes only.
"
2642,Private Limited Company,Private Limited Company-Australia,Private Limited Company-Australia,,,AU,,,,,,"BH Company ID:2642
Date Added: 05-15-2016
Status: Qualified Lead
"
2643,Tetra Pak ,Tetra Pak International SA Headquarters ,Tetra Pak International SA Headquarters ,446 CH-1009 PULLY/LAUSANNE,,CH,Postale 446,+41 21 729 2111,+41 21 729 2244,http://www.tetrapak.com/,,"BH Company ID:2643
Address 2: 70 Avenue Général-Guisan Case Postale
Date Added: 05-17-2016
Company Description:Company Overview
 

Tetra Pak is the world's leading food processing and packaging solutions company. Working closely with our customers and suppliers, we provide safe, innovative and environmentally sound products that each day, meet the needs of hundreds of millions of people in more than 175 countries around the world. With more than 23,000 employees based in over 85 countries, we believe in responsible industry leadership and a sustainable approach to business. Our motto, ""PROTECTS WHAT'S GOOD,"" reflects our vision to make food safe and available, everywhere.

View our history, starting in 1943 when development work begins on creating a package for milk, and read about our founder Dr Ruben Rausing.

Products
We are specialists in complete solutions for the processing, packaging and distribution of food products. Our solutions are specifically designed to be as economical with resources as possible. Dairy products, juices and nectars, ice cream, cheese, food and vegetables and pet food are examples of products that can be processed or packaged in Tetra Pak® processing and packaging lines. We focus on keeping the consumption of all raw materials and energy to a minimum during both the manufacturing process and distribution. The processing solutions are also designed to treat the products gently.

Our products are divided into several categories:

Packaging
Processing
Services
Research & Development
Our customers need faster, better and cheaper developments to reduce their operational costs and to increase performance in order to remain competitive. We invest in technology and new products in response to customers, consumer and market dynamics. There are 6 Tetra Pak R&D centres engaged in numerous projects in various parts of the world.

Environmental sustainability
We are committed to running our business in an environmentally sound and sustainable way. We set goals for continuous improvement in our development, sourcing, manufacturing and transportation activities. As part of that commitment, we take a long-term and lifecycle view, continually improving environmental performance, communicating openly with our stakeholders and reporting regularly on our performance.

Food for Development
For 50 years we have been involved in school milk and school feeding programmes around the world. The Food for Development Office (FfDO) works in close partnership with governments, development agencies, NGOs, local dairies and farmers to deliver 6.7 billion packages of milk and other nutritious drinks to 51 million children in schools in over 50 countries around the world. Read about Food for development and our school milk projects.

Date Founded: 1951
Status: Active Account
No. of Employees: Contingent
Ownership: Private
Company Overview: About Tetra Pak
Together with our customers we make food safe and available, everywhere. Since the start in 1951 we have taken pride in providing the best possible processing and packaging solutions for food.

Tetra Pak is one of three companies in the Tetra Laval Group – a private group that started in Sweden. The other two companies are DeLaval and Sidel. Tetra Laval is headquartered in Switzerland.
"
2644,Shwe Gandamar International Limited,Shwe Gandamar International Limited-Myanmar,Shwe Gandamar International Limited-Myanmar,Yangon,,MM,,(+95) 1657311,,http://www.opportunity.com.mm/company/Shwe-Gandamar-International-Trading-Limited,,"BH Company ID:2644
Date Added: 05-19-2016
Status: Qualified Lead
Ownership: Private
Company Overview: All data in The Opportunity Journal are property of The Opportunity Journal. Anybody can not be entitled to make any copies of the data at any other places and cannot be entitled to claim ownership of any intellectual property rights contained in the document and data including all copyright, trade secrets, patent or other intellectual property rights subsisting in the data. 
"
2645,Claridon,Claridon-Mozambique,Claridon-Mozambique,Yangon,,MZ,,(+95) 1383591,,http://www.claridon.com/,,"BH Company ID:2645
Date Added: 05-20-2016
Status: Qualified Lead
Ownership: Private
"
2646,SKRK Legal Services Company Limited,SKRK Legal Services Company Limited-Myanmar,SKRK Legal Services Company Limited-Myanmar,Yangon,,MM,,(+95) 1666703,,http://www.skrk-legal.com/,,"BH Company ID:2646
Date Added: 05-20-2016
Status: Qualified Lead
Ownership: Private
Company Overview: KRK Legal Services Co. Ltd. is a Yangon-based law firm with an international team of dedicated German and Burmese professionals. As we are specialized in providing our clients a reliable all-around service with comprehensive custom-made solutions, we offer a broad variety of legal services. Our consultants are specialized in legal and economic transactions as well as in intercultural communications. We are looking forward to advise and represent you in the following fields:
"
2647,2C2P,2C2P-South Africa,2C2P-South Africa,,,ZA,,(+95) 18603378,,http://www.2c2p.com/contactus.aspx,,"BH Company ID:2647
Date Added: 05-24-2016
Date Founded: 2003
Status: Qualified Lead
Company Overview: 2C2P (short for Card & Cash Payment Processor) is an e-commerce payment provider offering innovative payment processing solutions for businesses in Asia-Pacific. Launched in 2008 as a spin-off of leading payment technology provider SinaptIQ, 2C2P has since established itself as one of the leading e-commerce payment providers in Asia-Pacific. 2C2P is backed by Expara IDM Ventures under the i.JAM Microfunding Scheme, an initiative of the Government of Singapore, Digital Media Partners, a VC fund from Singapore, and GMO Ventures from Japan
"
2648,PLC “Qroi” Myanmar (MPT/KSGM project),PLC “Qroi” Myanmar (MPT/KSGM project)-Myanmar,PLC “Qroi” Myanmar (MPT/KSGM project)-Myanmar,,,MM,,,,,,"BH Company ID:2648
Date Added: 05-25-2016
Status: Qualified Lead
"
2649,Dentsu Asia Pte Ltd.,"71/C,Shwe Taung Gyar Yeik Thar St.,Shwe ","71/C,Shwe Taung Gyar Yeik Thar St.,Shwe ",Yangon,,MM,Yangon,09 45000 3635,,http://www.dentsu.com/,,"BH Company ID:2649
Date Added: 05-25-2016
Date Founded: 1901
Status: Qualified Lead
Ownership: Private
Company Overview: Dentsu Inc. is a Japanese international advertising and public relations company whose headquarters are located in the Dentsu Building in the Shiodome district of Minato, Tokyo. It is the parent company of Dentsu Aegis Network.
"
2650,BG Group Myanmar 1,"No.2, Corner of 2nd & 5th St, 8 Qtr,","No.2, Corner of 2nd & 5th St, 8 Qtr,",Yangon,,MM,Yangon,(+95) 1 856 0069,,http://bg-myanmar.com/,,"BH Company ID:2650
Address 2: South Okkalapa Industrial Zone
Date Added: 05-26-2016
Company Description:At their deepest, BG roots took hold in the difficult days of World War II. The seven founders of BG Products emerged from that war with their characters affirmed, their courage and vision proven. They set about the accumulation of 175 years of collective experience in the petrochemical industry before coming together in 1971, to form— out of collective necessity—a new company based on automotive products of superior quality and, even more, on the contributions of people working together in a common cause of personal and professional excellence.

In November, 1971, the partners took BG first two products to market: Engine Tune-Up and RF-7. The first truckload—40,000 pounds of the only two products available— left Wichita for a distributorship of founder in North Carolina. In our first full year in business, BG sold products worth just over a half-million dollars. In 1973, we achieved 17 percent growth. Twenty percent growth followed in 1974.

With virtually no track record as a company and products as yet unproven in the field, BG faced stiff competition in the recruitment of outstanding salespeople. Still, with an organization where quality of product and loyalty to distributors were the two principle tenets of doing business, there came in time some excellent new associates for our infant company.

The early years were full of lessons. There were trying times as we worked out bugs in just about every aspect of the business, right down to how the product was packaged and shipped.

By the 1980s, the fabricator of all BG formulas had been sold to a new company which quickly decided to close the Wichita plant. BG purchased the Wichita facility and was now making the products it was marketing. With a research laboratory of our own and proprietary manufacturing processes, the company was ready to develop new products and to fully capitalize on its existing products.

There have been exceptional milestones along the way which have established the quality of our products. In 1998, our 300,000 mile test of BG additives in a road-weary Mazda finally came to an end after four grueling years. Monitored by independent laboratories, the test determined that the vehicle maintained the fuel mileage, performance and emission standards of a new engine. Our technicians completely tore down the engine and determined that all the engine parts were still within new specifications.

As the maintenance requirements of ever more sophisticated engines have grown from model year to model year, BG has kept pace with detailed, comprehensive educational programs, a commitment to education resulting in the founding of our own BG University in 1999. Every group clinic, every on-wheel demonstration of BG products and services has two overriding goals: benefits for vehicle owners and profitability for the professionals who use our products, equipment and services.

As we approached a new millennium, BG took a number of bold steps to set the pace for change in the industry. Recognizing a need to help our distributors create demand for our products, we initiated a brand awareness program that placed BG before a nationwide audience of industry professionals. The program raised the profile of company in trade magazines and racing venues. BG also began to sponsor auto-advice programming on radio and television.

Today BG additive systems include not only the product, but the service tools to deliver that product as well as complete training support for service technicians. Today BG does not just sell a product, we market service brands that expand the profit-potential of dealer service departments, while ensuring automotive maintenance of superb reliability.

BG Products was born of necessity. We have prospered because of opportunity. Opportunities created. Opportunities seized.

We have grown because of a rare stability in our ownership. Where competitors, as with the vast majority of companies in the petrochemical industry, have undergone merger after merger, acquisition after acquisition, BG has forged ever ahead under the steady guidance of directors in a line of succession begun at our founding with seven entrepreneurial war heroes.
Date Founded: 2013
Status: Unqualified
Company Coverage: pannwah@gmail.com
Ownership: Private
Company Overview: BG Products, Inc. is committed to maintaining the operational systems of today’s and tomorrow’s vehicles. We manufacture our own products, specialized tools and equipment for application by specially trained automotive professionals. We seek prolonged trouble-free automotive performance for every BG customer. Every resource—the skills of our people, our capacity is dedicated for breakthrough research and our ongoing testing and refinement of current products—to better understand how the ravages of time and use deplete the vital fluid systems of a vehicle.

BG Products are designed to make vehicles last longer & perform better. Complete deposit control lies at the core of our business. Altogether, it means products that bring extended life and efficiency to engine, transmission, brakes, power steering, cooling and AC climate control. We hold the line against time and distance, giving new life to vehicles worldwide as we continue to look for a better way.

Every day more than 100,000 authorized dealerships & workshops worldwide use BG products, services and equipment to increase their CSI, revenue and ultimately customer retention. Each of these products and services has resulted from decades of research and close interaction with automotive professionals on the job. In partnership with an international family of distributors, BG serves the driving public with innovative products and proven programs of automotive maintenance. ?Known for high quality standards, BG products are used extensively in automotive, industrial, heavy equipment, trucking and fleet applications.

Currently, BG products and services are being utilized by major well known importers and authorized dealerships such as GM, Toyota, Chryslers, Ford, Honda, Kia, VW, Audi, Porsche, Nissan, Peugeot, Isuzu, Subaru, Lamborghini, MBZ, BMW, Hyundai, Mazda, and Mitsubishi in USA, Central and South America, Canada, Europe, Asia, Middle East and Africa. BG Products are approved by many car manufacturers and auto importers throughout the world.
LinkedIn: (+95) 9 250 721 998
"
2651,Sonafi ,"87/2 CRC Tower, 24th Floor,  All Seasons","87/2 CRC Tower, 24th Floor,  All Seasons",Bangkok 10330 ,,TH,Bangkok 10330 ,(+66) 02 264 9999 ,02 264 9998,http://www.sanofi.com,,"BH Company ID:2651
Address 2: Wireless  Road, Lumpini. Pathumwan, 
Date Added: 05-26-2016
Company Description:ANOFI, A GLOBAL BUSINESS OF LIFE SCIENCES

Sanofi is a global Life Sciences engaged in improving access to health and support of the people it serves throughout the continuum of care. From prevention to treatment, Sanofi transforms scientific innovation in health solutions, human vaccines to treatments against rare diseases, multiple sclerosis, cancer, diabetes and autoimmune diseases, infectious and cardiovascular, via consumer health products. Sanofi and its more than 110 000 employees are working to make a difference in the lives of patients, wherever they are in the world, enabling them to live healthier.

The conjunction of the enormous progress made in the last century in the field of medicine, medical innovation and development of innovative treatments against many serious illnesses helped double the average life expectancy.

The expertise that we have developed throughout the last decades has had a profound impact in the world and particularly in developing countries. We developed the first vaccine against the dengue virus, which infects 390 million people each year and whose circulation has continued to increase as a result of climate change. The first vaccination campaigns against dengue began in 2016 in the Philippines. Thanks to systematic vaccination campaigns, we are also about to eradicate polio, while over the past 10 years, treatment against sleeping sickness have saved more than 180,000 lives. We also offer innovative treatments against often fatal diseases such as diabetes and cardiovascular disease.

Yet there is a long way to go for a third of the world population still lacks access to health. Health products and services we offer are only part of the solution to address the health inequalities that impede human development. As a responsible healthcare leader, we must adapt the conduct of our business in order to honor our health commitment in favor.

This responsibility is ours also means that we continue to develop innovative solutions and make them available to all who need them. For this, we strive to be responsive to our stakeholders and inscribe our actions as part of a collaborative approach. That's why we partnered with various organizations such as the Bill and Melinda Gates Foundation, the GAVI Alliance and the World Health Organization.

Finally, our health promoting commitment goes well beyond the drug and is available through our approach to social responsibility of the company and our determination to make a real difference in the daily lives of women and men who populate our planet.

 

Date Founded: 2004
Status: Qualified Lead
Company Coverage: communicationthai@sanofi.com
No. of Employees: Retained
Ownership: Private
Company Overview: Sanofi, a global healthcare leader, discovers, develops and distributes therapeutic solutions focused on patients’ needs. Sanofi has core strengths in diabetes solutions, human vaccines, innovative drugs, consumer healthcare, emerging markets, animal health and Genzyme. Sanofi is listed in Paris (EURONEXT: SAN) and in New York (NYSE: SNY).
For more information, please visit http://www.sanofi.com 
"
2652,Dignitas,"1 Thiri Myaing St, Southern Block,","1 Thiri Myaing St, Southern Block,",Yangon,,MM,Yangon,(+95) 1 600 688,,http://www.myanmar-limousine.com/,49-co-doc.pdf,"BH Company ID:2652
Address 2: Htauk Kyant, Mingalardon Tsp
Date Added: 05-27-2016
Company Description:Eddie, Executive Chairman of Dignitas, has been in Myanmar for about 5 years now. 

Original plan was to open a hotel, but couldn't do it due to strict regulation on land buying and rental from the government. So chose similar business - car rental. Main customers are corporates like PTTEP, Ooredoo and Telenor, Embassies (Tonny Blair and delegates used their services). Contractors of hotels too including Sedona.
Date Founded: 2011
Status: Active Account
Company Coverage: enquiry@dignitaslimo.com
No. of Employees: Contingent
Ownership: Private
Company Overview: Dignitas Business Limousines is a premium car rental service company that provides land transport to discerning travelers to Myanmar. We have deep knowledge of what business executives are looking for during their visit to Myanmar, we benchmark with the world's best and we ensure that our clients travel in style and luxury in the developing nation. Making their trip a safe and hassle free experience is our top priority. All our vehicles are up to date, modern and are kept in safe running conditions by our in-house mechanics.

We have a fleet renewal policy of 3 years and a maximum of 5 years, and unlike common practice in Myanmar, you will not be travelling in old, run-down vehicles that compromises your safety and comfort. Our Chauffeur to vehicle ratio is 4:3, thus ensuring that there will always be sufficient Chauffeur rotation to maximize service standards and our client’s safety.

Our mission is to maintain ourselves at all times to be Myanmar's leading limousine service company that boasts truly international standards.  In serving up a superior experience for both our international and domestic clients, maintaining our position as a key contributor in the country's economic development.
LinkedIn: (+95) 1 666 900 ext 7227
"
2653,Sembcorp Myanmar,Sembcorp Myanmar-Myanmar,Sembcorp Myanmar-Myanmar,Yangon,,MM,,,,http://www.sembcorp.com/en/,,"BH Company ID:2653
Date Added: 06-02-2016
Date Founded: 1998
Status: Qualified Lead
Ownership: Public
"
2654,Benthic Metals,Benthic Metals-Hong Kong SAR,Benthic Metals-Hong Kong SAR,,,,,,,,,"BH Company ID:2654
Date Added: 06-07-2016
Status: Qualified Lead
Company Overview: Benthic Metals develops cost effective harvesting methods and processes for the seabed metals industry.
"
2655,CDC Group 2,123 Victoria Street,123 Victoria Street,London,,GB,SW1E 6DE,,,www.cdcgroup.com,,"BH Company ID:2655
Date Added: 06-07-2016
Status: Archive
Ownership: Government
Company Overview: UK Development and investment firm operating across developing countries with approximately 6 billion GBP.
"
2656,RAY International Group,RAY International Group-Myanmar,RAY International Group-Myanmar,Yangon,,MM,,,,https://translate.google.com.mm/translate?hl=my&sl=en&u=http://www.rayoman.com/&prev=search,,"BH Company ID:2656
Date Added: 06-08-2016
Status: Qualified Lead
Ownership: Private
"
2657,Richie Chan,Richie Chan-Singapore,Richie Chan-Singapore,,,SG,,(+95) 9263059209,,http://richiechan.net/,,"BH Company ID:2657
Date Added: 06-08-2016
Status: Qualified Lead
LinkedIn: (+65) 92478112
"
2658,Pyay Garden Office Tower 1,Pyay Garden Office Tower-Myanmar,Pyay Garden Office Tower-Myanmar,Yangon,,MM,,(+95) 1505950-1,,http://www.pyaygardenofficetower.com/,,"BH Company ID:2658
Date Added: 06-08-2016
Status: Archive
Ownership: Private
Company Overview: Pyay Garden Office Tower in central Yangon provides wonderful bright spacious offices to lease. It is managed by the prestigious Zaykabar Group, one of the largest and most of the companies in Myanmar. It offers the perfect blend of prime real estate and world class infrastructure to meet your business needs. Conveniently located in the same compound as the Pyay Garden Residence in the heart of the dynamic business district, it is close to the downtown area, the airport, shopping centres and hospitals. The property has two main gates and a spacious parking area and entrance. The Luxurious 9 storey tower, with a total area of 2.79 acres, boasts 27 different sized suites and a large array of modern amenities and an efficient Wi-Fi connection. Various office spaces can accommodate either small business or large organizations.
The Office Tower features tempered glass doors allowing brilliant natural light for a productive atmosphere and a great view. The building is fully equipped with automatic fire sprinklers and smoke detectors for safety. This building can resist 7.5 Richter scale earthquakes and is designed and built in accordance with the UBC's Uniform building code and uses structure code welding steel (AWS Dl1M.2006). A welcoming spacious lobby lounge, reception area, a Business Centre handling your every need with advanced telecommunication and other support facilities, a meeting room with art of audio-visual equipment and catering services from the rendezvous restaurant will completely satisfy the tenant requirements and give the most brilliant working atmosphere to persist the organizations’ activities with maximum efficiency.
"
2659,Freshfields Bruckhaus Deringer,Freshfields Bruckhaus Deringer-Singapore,Freshfields Bruckhaus Deringer-Singapore,,,SG,,(+65) 69080796,,http://www.freshfields.com/en/global/,,"BH Company ID:2659
Date Added: 06-08-2016
Status: Qualified Lead
Ownership: Private
"
2660,Ngwe Sai International Company Limited,Ngwe Sai International Company Limited-Myanmar,Ngwe Sai International Company Limited-Myanmar,Yangon,,MM,,(+95) 1381608,,http://www.yangondirectory.com/en/categories-index/swimming-pools-equipment-supplies/126795-ngwe-sai,,"BH Company ID:2660
Date Added: 06-08-2016
Status: Qualified Lead
"
2661,Guidepoint Global ,Guidepoint Global -United States,Guidepoint Global -United States,,,US,,212.375.2980,,http://www.guidepoint.com/about/contact-us/,,"BH Company ID:2661
Date Added: 06-09-2016
Status: Qualified Lead
Company Coverage: sales@guidepoint.com
Company Overview: WE DELIVER BOOTS-ON-THE-GROUND, PRACTICAL INSIGHTS FROM SOURCES THAT LIVE IN THE SPACE YOU’RE INVESTIGATING, ENABLING YOU TO MAKE CRITICAL DECISIONS WITH INFORMED CONFIDENCE.

Each day, very smart people find themselves looking to augment their comprehensive understanding of a topic before making major investment and business decisions.  As the “experts who find experts,” the Guidepoint team pinpoints our most knowledgeable Advisors and discovers untapped industry experts, all to ensure our clients receive the most nuanced insights possible as they conduct primary research.
"
